Fiscal_Year,Fiscal_Period,Department,Program,Expense_Category,Fund,Vendor_Name,Vendor_Number,Payment_Number,Payment_Method,Payment_Issue_date,Payment_Status,Amount
2014,7,LABOR AND INDUSTRIAL RELATIONS                              ,LBR903,OTHER GRANTS-IN-AID                               ,,HONOLULU COMMUNITY ACTION,2074,S0042530,Check,1/24/14 0:00,Paid,"$158,387.85 "
2014,8,LABOR AND INDUSTRIAL RELATIONS                              ,LBR903,OTHER GRANTS-IN-AID                               ,,HONOLULU COMMUNITY ACTION,2074,S0048856,Check,2/25/14 0:00,Paid,"$159,579.09 "
2014,10,LABOR AND INDUSTRIAL RELATIONS                              ,LBR903,OTHER GRANTS-IN-AID                               ,,HONOLULU COMMUNITY ACTION,2074,S0063946,Check,5/1/14 0:00,Paid,"$155,973.72 "
2014,10,LABOR AND INDUSTRIAL RELATIONS                              ,LBR903,OTHER GRANTS-IN-AID                               ,,HONOLULU COMMUNITY ACTION,2074,S0064348,Check,5/2/14 0:00,Paid,"$175,670.67 "
2014,11,LABOR AND INDUSTRIAL RELATIONS                              ,LBR903,OTHER GRANTS-IN-AID                               ,,HONOLULU COMMUNITY ACTION,2074,S0064829,Check,5/7/14 0:00,Paid,"$199,357.11 "
2014,12,LABOR AND INDUSTRIAL RELATIONS                              ,LBR903,OTHER GRANTS-IN-AID                               ,,HONOLULU COMMUNITY ACTION,2074,S0073985,Check,6/18/14 0:00,Paid,"$148,846.15 "
2014,7,LABOR AND INDUSTRIAL RELATIONS                              ,LBR903,OTHER GRANTS-IN-AID                               ,,"INSTITUTE FOR HUMAN SERVICES,",274948,S0045457,Check,2/3/14 0:00,Paid,"$38,450.00 "
2015,3,LABOR AND INDUSTRIAL RELATIONS                              ,LBR111,OTHER GRANTS-IN-AID                               ,,JAPAN HAWAII TRAVEL,332454,S0019704,Check,10/1/14 0:00,Paid,"$44,349.71 "
2015,4,LABOR AND INDUSTRIAL RELATIONS                              ,LBR111,OTHER GRANTS-IN-AID                               ,,JAPAN HAWAII TRAVEL,332454,S0026435,Check,10/31/14 0:00,Paid,"$25,580.36 "
2014,10,LABOR AND INDUSTRIAL RELATIONS                              ,LBR903,OTHER GRANTS-IN-AID                               ,,"KAUAI ECONOMIC OPPORTUNITY,",9435,B0004008,Check,4/17/14 0:00,Paid,"$29,680.00 "
2014,12,LABOR AND INDUSTRIAL RELATIONS                              ,LBR903,OTHER GRANTS-IN-AID                               ,,"KAUAI ECONOMIC OPPORTUNITY,",9435,B0004848,Check,6/13/14 0:00,Paid,"$30,320.00 "
2014,9,LABOR AND INDUSTRIAL RELATIONS                              ,N/A,OTHER GRANTS-IN-AID                               ,,LEGAL AID SOCIETY OF HAWAII,87402,G0072171,Check,3/20/14 0:00,Paid,"$266,000.00 "
2014,12,LABOR AND INDUSTRIAL RELATIONS                              ,LBR903,OTHER GRANTS-IN-AID                               ,,LEGAL AID SOCIETY OF HAWAII,87402,S0073983,Check,6/18/14 0:00,Paid,"$29,704.50 "
2015,2,LABOR AND INDUSTRIAL RELATIONS                              ,LBR903,OTHER GRANTS-IN-AID                               ,,"MAUI ECONOMIC OPPORTUNITY,",2042,B0000543,Check,8/7/14 0:00,Paid,"$435,333.00 "
2014,12,LABOR AND INDUSTRIAL RELATIONS                              ,LBR903,OTHER GRANTS-IN-AID                               ,,"MAUI ECONOMIC OPPORTUNITY,INC.",2042,S0000627,Check,7/3/14 0:00,Paid,"$25,565.00 "
2014,12,LABOR AND INDUSTRIAL RELATIONS                              ,LBR903,OTHER GRANTS-IN-AID                               ,,"MAUI ECONOMIC OPPORTUNITY,INC.",2042,S0000628,Check,7/3/14 0:00,Paid,"$36,346.00 "
2015,2,LABOR AND INDUSTRIAL RELATIONS                              ,LBR903,OTHER GRANTS-IN-AID                               ,,"MAUI ECONOMIC OPPORTUNITY,INC.",2042,S0007420,Check,8/11/14 0:00,Paid,"$28,809.00 "
2015,2,LABOR AND INDUSTRIAL RELATIONS                              ,LBR903,OTHER GRANTS-IN-AID                               ,,"MAUI ECONOMIC OPPORTUNITY,INC.",2042,S0012161,Check,8/28/14 0:00,Paid,"$27,230.00 "
2015,4,LABOR AND INDUSTRIAL RELATIONS                              ,LBR903,OTHER GRANTS-IN-AID                               ,,"MAUI ECONOMIC OPPORTUNITY,INC.",2042,S0027125,Check,11/6/14 0:00,Paid,"$26,624.00 "
2015,6,LABOR AND INDUSTRIAL RELATIONS                              ,LBR903,OTHER GRANTS-IN-AID                               ,,"MAUI ECONOMIC OPPORTUNITY,INC.",2042,S0034680,Check,12/16/14 0:00,Paid,"$75,146.00 "
2014,9,LABOR AND INDUSTRIAL RELATIONS                              ,LBR903,OTHER GRANTS-IN-AID                               ,,"MAUI ECONOMIC OPPORTUNITY,INC.",2042,S0054456,Check,3/20/14 0:00,Paid,"$27,683.25 "
2014,10,LABOR AND INDUSTRIAL RELATIONS                              ,LBR903,OTHER GRANTS-IN-AID                               ,,"MAUI ECONOMIC OPPORTUNITY,INC.",2042,S0061753,Check,4/25/14 0:00,Paid,"$28,730.00 "
2014,11,LABOR AND INDUSTRIAL RELATIONS                              ,LBR903,OTHER GRANTS-IN-AID                               ,,"MAUI ECONOMIC OPPORTUNITY,INC.",2042,S0067056,Check,5/19/14 0:00,Paid,"$25,830.00 "
2015,3,LABOR AND INDUSTRIAL RELATIONS                              ,LBR903,OTHER GRANTS-IN-AID                               ,,MOANALUA GARDENS FOUNDATION,0000M00715,G0022260,Check,9/10/14 0:00,Paid,"$62,083.62 "
2014,8,LABOR AND INDUSTRIAL RELATIONS                              ,N/A,OTHER GRANTS-IN-AID                               ,,MOANALUA GARDENS FOUNDATION,0000M00715,G0060114,Check,2/6/14 0:00,Paid,"$33,257.09 "
2015,3,LABOR AND INDUSTRIAL RELATIONS                              ,LBR903,OTHER GRANTS-IN-AID                               ,,PAPAKOLEA COMMUNITY,273211,B0001384,Check,9/30/14 0:00,Paid,"$59,000.00 "
2015,5,LABOR AND INDUSTRIAL RELATIONS                              ,LBR903,OTHER GRANTS-IN-AID                               ,,PARENTS AND CHILDREN TOGETHER,223831,G0039417,Check,11/7/14 0:00,Paid,"$48,372.69 "
2014,7,LABOR AND INDUSTRIAL RELATIONS                              ,N/A,OTHER GRANTS-IN-AID                               ,,PARENTS AND CHILDREN TOGETHER,223831,G0059090,Check,2/3/14 0:00,Paid,"$32,042.87 "
2014,9,LABOR AND INDUSTRIAL RELATIONS                              ,LBR903,OTHER GRANTS-IN-AID                               ,,PARENTS AND CHILDREN TOGETHER,223831,G0075437,Check,3/31/14 0:00,Paid,"$31,786.44 "
2014,9,LABOR AND INDUSTRIAL RELATIONS                              ,LBR903,OTHER GRANTS-IN-AID                               ,,PARENTS AND CHILDREN TOGETHER,223831,G0075437,Check,3/31/14 0:00,Paid,"$53,566.03 "
2015,2,LABOR AND INDUSTRIAL RELATIONS                              ,LBR903,OTHER GRANTS-IN-AID                               ,,PARENTS AND CHILDREN TOGETHER,223831,S0007175,Check,8/7/14 0:00,Paid,"$27,944.00 "
2015,2,LABOR AND INDUSTRIAL RELATIONS                              ,LBR903,OTHER GRANTS-IN-AID                               ,,PARENTS AND CHILDREN TOGETHER,223831,S0007175,Check,8/7/14 0:00,Paid,"$27,944.00 "
2015,5,LABOR AND INDUSTRIAL RELATIONS                              ,LBR903,OTHER GRANTS-IN-AID                               ,,PARENTS AND CHILDREN TOGETHER,223831,S0027635,Check,11/10/14 0:00,Paid,"$32,828.00 "
2015,5,LABOR AND INDUSTRIAL RELATIONS                              ,LBR903,OTHER GRANTS-IN-AID                               ,,PARENTS AND CHILDREN TOGETHER,223831,S0027636,Check,11/10/14 0:00,Paid,"$37,053.50 "
2015,5,LABOR AND INDUSTRIAL RELATIONS                              ,LBR903,OTHER GRANTS-IN-AID                               ,,PARENTS AND CHILDREN TOGETHER,223831,S0027779,Check,11/12/14 0:00,Paid,"$33,812.00 "
2015,4,LABOR AND INDUSTRIAL RELATIONS                              ,LBR111,OTHER GRANTS-IN-AID                               ,,"RETAIL MERCHANTS OF HAWAII,INC",332538,S0022894,Check,10/21/14 0:00,Paid,"$49,220.73 "
2015,4,LABOR AND INDUSTRIAL RELATIONS                              ,LBR111,OTHER GRANTS-IN-AID                               ,,SCORE HAWAII,332697,S0023390,Check,10/23/14 0:00,Paid,"$30,000.00 "
2014,10,LABOR AND INDUSTRIAL RELATIONS                              ,LBR903,OTHER GRANTS-IN-AID                               ,,ST FRANCIS HEALTHCARE,324611,B0003949,Check,4/11/14 0:00,Paid,"$99,000.00 "
2014,12,LABOR AND INDUSTRIAL RELATIONS                              ,N/A,OTHER GRANTS-IN-AID                               ,,SURFING THE NATIONS,327361,G0001020,Check,7/3/14 0:00,Paid,"$50,050.00 "
2014,12,LABOR AND INDUSTRIAL RELATIONS                              ,LBR135,OTHER GRANTS-IN-AID                               ,,UNIVERSITY OF HAWAII,103731,S0000688,Check,7/7/14 0:00,Paid,"$46,072.90 "
2015,2,LABOR AND INDUSTRIAL RELATIONS                              ,LBR135,OTHER GRANTS-IN-AID                               ,,UNIVERSITY OF HAWAII,103731,S0008758,Check,8/19/14 0:00,Paid,"$58,808.97 "
2015,4,LABOR AND INDUSTRIAL RELATIONS                              ,LBR135,OTHER GRANTS-IN-AID                               ,,UNIVERSITY OF HAWAII,103731,S0020384,Check,10/6/14 0:00,Paid,"$39,034.23 "
2015,4,LABOR AND INDUSTRIAL RELATIONS                              ,LBR135,OTHER GRANTS-IN-AID                               ,,UNIVERSITY OF HAWAII,103731,S0020385,Check,10/6/14 0:00,Paid,"$36,357.08 "
2015,4,LABOR AND INDUSTRIAL RELATIONS                              ,LBR135,OTHER GRANTS-IN-AID                               ,,UNIVERSITY OF HAWAII,103731,S0023811,Check,10/27/14 0:00,Paid,"$35,979.62 "
2015,6,LABOR AND INDUSTRIAL RELATIONS                              ,LBR135,OTHER GRANTS-IN-AID                               ,,UNIVERSITY OF HAWAII,103731,S0034601,Check,12/16/14 0:00,Paid,"$32,607.07 "
2014,7,LABOR AND INDUSTRIAL RELATIONS                              ,LBR135,OTHER GRANTS-IN-AID                               ,,UNIVERSITY OF HAWAII,103731,S0041035,Check,1/15/14 0:00,Paid,"$41,045.18 "
2014,8,LABOR AND INDUSTRIAL RELATIONS                              ,LBR135,OTHER GRANTS-IN-AID                               ,,UNIVERSITY OF HAWAII,103731,S0047988,Check,2/20/14 0:00,Paid,"$45,890.51 "
2014,9,LABOR AND INDUSTRIAL RELATIONS                              ,LBR135,OTHER GRANTS-IN-AID                               ,,UNIVERSITY OF HAWAII,103731,S0052516,Check,3/10/14 0:00,Paid,"$44,147.63 "
2014,9,LABOR AND INDUSTRIAL RELATIONS                              ,LBR135,OTHER GRANTS-IN-AID                               ,,UNIVERSITY OF HAWAII,103731,S0053384,Check,3/14/14 0:00,Paid,"$32,915.17 "
2014,10,LABOR AND INDUSTRIAL RELATIONS                              ,LBR135,OTHER GRANTS-IN-AID                               ,,UNIVERSITY OF HAWAII,103731,S0058643,Check,4/8/14 0:00,Paid,"$78,760.51 "
2014,11,LABOR AND INDUSTRIAL RELATIONS                              ,LBR135,OTHER GRANTS-IN-AID                               ,,UNIVERSITY OF HAWAII,103731,S0066078,Check,5/14/14 0:00,Paid,"$58,558.96 "
2014,12,LABOR AND INDUSTRIAL RELATIONS                              ,LBR135,OTHER GRANTS-IN-AID                               ,,UNIVERSITY OF HAWAII,103731,S0072029,Check,6/9/14 0:00,Paid,"$48,316.17 "
2015,5,LABOR AND INDUSTRIAL RELATIONS                              ,LBR903,OTHER GRANTS-IN-AID                               ,,"WESLEY, SUSANNAH COMMUNITY",80936,G0039410,Check,11/7/14 0:00,Paid,"$26,569.16 "
2014,7,LABOR AND INDUSTRIAL RELATIONS                              ,N/A,OTHER GRANTS-IN-AID                               ,,YOUNG MEN'S CHRISTIAN,67242,G0052520,Check,1/13/14 0:00,Paid,"$49,021.74 "
2014,7,LABOR AND INDUSTRIAL RELATIONS                              ,N/A,OTHER GRANTS-IN-AID                               ,,YOUNG MEN'S CHRISTIAN,67242,G0053535,Check,1/14/14 0:00,Paid,"$48,377.34 "
2015,6,LAND AND NATURAL RESOURCES                                  ,LNR806,OTHER GRANTS-IN-AID                               ,,FRIENDS OF IOLANI PALACE,71486,B0002355,Check,12/4/14 0:00,Paid,"$100,000.00 "
2015,6,LAND AND NATURAL RESOURCES                                  ,LNR806,OTHER GRANTS-IN-AID                               ,,FRIENDS OF IOLANI PALACE,71486,B0002605,Check,12/18/14 0:00,Paid,"$100,000.00 "
2014,11,LAND AND NATURAL RESOURCES                                  ,LNR806,OTHER GRANTS-IN-AID                               ,,FRIENDS OF IOLANI PALACE,71486,B0004405,Check,5/13/14 0:00,Paid,"$100,000.00 "
2014,12,LAND AND NATURAL RESOURCES                                  ,LNR806,OTHER GRANTS-IN-AID                               ,,FRIENDS OF IOLANI PALACE,71486,B0005053,Check,6/20/14 0:00,Paid,"$100,000.00 "
2014,12,LAND AND NATURAL RESOURCES                                  ,LNR101,OTHER GRANTS-IN-AID                               ,,HAWAIIAN ISLANDS LAND TRUST,323308,S0072002,Check,6/9/14 0:00,Paid,"$650,000.00 "
2014,12,LAND AND NATURAL RESOURCES                                  ,LNR172,OTHER GRANTS-IN-AID                               ,,"HAWAIIAN LEGACY HARDWOODS, LLC",319450,S0000341,Check,7/2/14 0:00,Paid,"$48,580.81 "
2014,10,LAND AND NATURAL RESOURCES                                  ,LNR806,OTHER GRANTS-IN-AID                               ,,KAUAI PLANNING & ACTION,296173,B0004073,Check,4/22/14 0:00,Paid,"$72,775.00 "
2014,8,LAND AND NATURAL RESOURCES                                  ,LNR101,OTHER GRANTS-IN-AID                               ,,LIVABLE HAWAII KAI HUI,322641,S0045881,Check,2/6/14 0:00,Paid,"$325,000.00 "
2015,5,LAND AND NATURAL RESOURCES                                  ,LNR172,OTHER GRANTS-IN-AID                               ,,"LUNDBURG, SUSAN K.",326463,S0028464,Check,11/17/14 0:00,Paid,"$27,859.00 "
2014,10,LAND AND NATURAL RESOURCES                                  ,LNR172,OTHER GRANTS-IN-AID                               ,,"MAUI LAND & PINEAPPLE COMPANY,",262944,S0060364,Check,4/17/14 0:00,Paid,"$31,862.42 "
2014,9,LAND AND NATURAL RESOURCES                                  ,LNR402,OTHER GRANTS-IN-AID                               ,,"NATURE CONSERVANCY, THE",232223,S0054358,Check,3/20/14 0:00,Paid,"$197,339.91 "
2014,10,LAND AND NATURAL RESOURCES                                  ,LNR801,OTHER GRANTS-IN-AID                               ,,"NAVATEK, LTD",273344,G0084057,Check,5/1/14 0:00,Paid,"$213,750.00 "
2015,6,ACCOUNTING AND GENERAL SERVICES                             ,AGS881,OTHER GRANTS-IN-AID                               ,,HAWAII ALLIANCE FOR ARTS,112899,G0056591,Check,12/29/14 0:00,Paid,"$159,267.00 "
2014,7,ACCOUNTING AND GENERAL SERVICES                             ,AGS881,OTHER GRANTS-IN-AID                               ,,HAWAII ALLIANCE FOR ARTS,112899,G0057258,Check,1/29/14 0:00,Paid,"$62,674.00 "
2014,9,ACCOUNTING AND GENERAL SERVICES                             ,AGS881,OTHER GRANTS-IN-AID                               ,,HAWAII ALLIANCE FOR ARTS,112899,G0071257,Check,3/18/14 0:00,Paid,"$60,000.00 "
2014,10,ACCOUNTING AND GENERAL SERVICES                             ,AGS881,OTHER GRANTS-IN-AID                               ,,HAWAII ALLIANCE FOR ARTS,112899,G0078524,Check,4/11/14 0:00,Paid,"$30,000.00 "
2015,6,ACCOUNTING AND GENERAL SERVICES                             ,AGS881,OTHER GRANTS-IN-AID                               ,,HAWAII ALLIANCE FOR ARTS,112899,S0034050,Check,12/12/14 0:00,Paid,"$110,166.00 "
2014,7,ACCOUNTING AND GENERAL SERVICES                             ,AGS881,OTHER GRANTS-IN-AID                               ,,HAWAII ALLIANCE FOR ARTS,112899,S0041911,Check,1/22/14 0:00,Paid,"$53,951.00 "
2015,1,ACCOUNTING AND GENERAL SERVICES                             ,AGS881,OTHER GRANTS-IN-AID                               ,,HAWAII OPERA THEATRE,18365,G0004070,Check,7/22/14 0:00,Paid,"$25,000.00 "
2014,9,ACCOUNTING AND GENERAL SERVICES                             ,AGS881,OTHER GRANTS-IN-AID                               ,,HAWAII OPERA THEATRE,18365,G0071256,Check,3/18/14 0:00,Paid,"$150,000.00 "
2014,11,ACCOUNTING AND GENERAL SERVICES                             ,AGS881,OTHER GRANTS-IN-AID                               ,,HAWAII OPERA THEATRE,18365,G0092810,Check,6/3/14 0:00,Paid,"$75,000.00 "
2014,8,ACCOUNTING AND GENERAL SERVICES                             ,N/A,OTHER GRANTS-IN-AID                               ,,HAWAII THEATRE CENTER,209346,G0063286,Check,2/19/14 0:00,Paid,"$187,200.00 "
2015,2,ACCOUNTING AND GENERAL SERVICES                             ,N/A,OTHER GRANTS-IN-AID                               ,,HAWAII UNITED OKINAWA,257486,G0019693,Check,8/28/14 0:00,Paid,"$40,000.00 "
2014,10,ACCOUNTING AND GENERAL SERVICES                             ,N/A,OTHER GRANTS-IN-AID                               ,,HAWAII UNITED OKINAWA,257486,G0080458,Check,4/21/14 0:00,Paid,"$120,000.00 "
2014,7,ACCOUNTING AND GENERAL SERVICES                             ,AGS881,OTHER GRANTS-IN-AID                               ,,HONOLULU THEATRE FOR YOUTH,62974,G0058719,Check,1/31/14 0:00,Paid,"$30,000.00 "
2015,4,ACCOUNTING AND GENERAL SERVICES                             ,AGS881,OTHER GRANTS-IN-AID                               ,,NATIONAL ORGANIZATION FOR,269176,G0037002,Check,10/28/14 0:00,Paid,"$25,000.00 "
2014,7,ACCOUNTING AND GENERAL SERVICES                             ,AGS881,OTHER GRANTS-IN-AID                               ,,NATIONAL ORGANIZATION FOR,269176,G0058999,Check,2/3/14 0:00,Paid,"$29,100.00 "
2014,8,HUMAN SERVICES                                              ,HMS501,GRANTS-IN-AID                                     ,,ADULT FRIENDS FOR YOUTH,212284,G0065209,Check,2/26/14 0:00,Paid,"$34,524.24 "
2014,7,HUMAN SERVICES                                              ,HMS802,GRANTS-IN-AID                                     ,,"ARC OF HILO, THE",250046,B0002863,Check,1/29/14 0:00,Paid,"$117,774.00 "
2014,9,HUMAN SERVICES                                              ,HMS802,GRANTS-IN-AID                                     ,,"ARC OF HILO, THE",250046,B0003736,Check,3/28/14 0:00,Paid,"$210,635.60 "
2014,10,HUMAN SERVICES                                              ,HMS802,GRANTS-IN-AID                                     ,,"ARC OF HILO, THE",250046,B0004148,Check,4/24/14 0:00,Paid,"$166,446.90 "
2014,11,HUMAN SERVICES                                              ,HMS802,GRANTS-IN-AID                                     ,,"ARC OF HILO, THE",250046,B0004639,Check,5/29/14 0:00,Paid,"$55,143.50 "
2014,9,HUMAN SERVICES                                              ,HMS501,GRANTS-IN-AID                                     ,,"HALE OPIO KAUAI, INC.",86413,B0003708,Check,3/27/14 0:00,Paid,"$108,750.00 "
2015,4,HUMAN SERVICES                                              ,LBR903,GRANTS-IN-AID                                     ,,YWCA OF KAUAI,252567,B0001653,Check,10/17/14 0:00,Paid,"$400,000.00 "
2015,1,HEALTH                                                      ,HTH211,OTHER GRANTS-IN-AID                               ,,KAHUKU MEDICAL CENTER,305162,G0002676,Check,7/16/14 0:00,Paid,"$337,500.00 "
2015,4,HEALTH                                                      ,HTH211,OTHER GRANTS-IN-AID                               ,,KAHUKU MEDICAL CENTER,305162,G0030660,Check,10/8/14 0:00,Paid,"$337,500.00 "
2014,7,HEALTH                                                      ,HTH211,OTHER GRANTS-IN-AID                               ,,KAHUKU MEDICAL CENTER,305162,G0053348,Check,1/14/14 0:00,Paid,"$375,000.00 "
2014,10,HEALTH                                                      ,HTH211,OTHER GRANTS-IN-AID                               ,,KAHUKU MEDICAL CENTER,305162,G0077126,Check,4/8/14 0:00,Paid,"$373,000.00 "
2015,2,TRANSPORTATION                                              ,N/A,OTHER GRANTS-IN-AID                               ,,CITY & COUNTY OF HONOLULU,209343,S0009628,Check,8/22/14 0:00,Paid,"$39,491.82 "
2015,2,TRANSPORTATION                                              ,N/A,OTHER GRANTS-IN-AID                               ,,CITY & COUNTY OF HONOLULU,209343,S0009629,Check,8/22/14 0:00,Paid,"$27,228.15 "
2015,3,TRANSPORTATION                                              ,N/A,OTHER GRANTS-IN-AID                               ,,CITY & COUNTY OF HONOLULU,101084,S0014821,Check,9/12/14 0:00,Paid,"$37,392.00 "
2015,6,TRANSPORTATION                                              ,N/A,OTHER GRANTS-IN-AID                               ,,CITY & COUNTY OF HONOLULU,81854,S0033410,Check,12/10/14 0:00,Paid,"$117,092.80 "
2014,8,TRANSPORTATION                                              ,N/A,OTHER GRANTS-IN-AID                               ,,CITY & COUNTY OF HONOLULU,101084,S0048333,Check,2/21/14 0:00,Paid,"$64,000.00 "
2014,8,TRANSPORTATION                                              ,N/A,OTHER GRANTS-IN-AID                               ,,CITY & COUNTY OF HONOLULU,101084,S0048336,Check,2/21/14 0:00,Paid,"$68,207.64 "
2014,9,TRANSPORTATION                                              ,N/A,OTHER GRANTS-IN-AID                               ,,CITY & COUNTY OF HONOLULU,101084,S0052761,Check,3/11/14 0:00,Paid,"$25,440.00 "
2014,11,TRANSPORTATION                                              ,N/A,OTHER GRANTS-IN-AID                               ,,CITY & COUNTY OF HONOLULU,101084,S0071317,Check,6/4/14 0:00,Paid,"$32,000.00 "
2014,12,TRANSPORTATION                                              ,N/A,OTHER GRANTS-IN-AID                               ,,CITY & COUNTY OF HONOLULU,101084,S0074204,Check,6/19/14 0:00,Paid,"$33,963.18 "
2014,11,TRANSPORTATION                                              ,TRN995,OTHER GRANTS-IN-AID                               ,,COUNTY DIRECTOR OF FINANCE,250737,S0071316,Check,6/4/14 0:00,Paid,"$30,000.00 "
2015,4,TRANSPORTATION                                              ,TRN995,OTHER GRANTS-IN-AID                               ,,COUNTY OF HAWAII,0000M20152,S0020665,Check,10/7/14 0:00,Paid,"$70,739.00 "
2015,5,TRANSPORTATION                                              ,TRN995,OTHER GRANTS-IN-AID                               ,,COUNTY OF HAWAII,0000M20152,S0031619,Check,11/26/14 0:00,Paid,"$60,000.00 "
2014,12,TRANSPORTATION                                              ,TRN995,OTHER GRANTS-IN-AID                               ,,COUNTY OF HAWAII,0000M20152,S0071756,Check,6/5/14 0:00,Paid,"$197,166.00 "
2014,12,TRANSPORTATION                                              ,TRN995,OTHER GRANTS-IN-AID                               ,,COUNTY OF HAWAII,0000M20152,S0072207,Check,6/9/14 0:00,Paid,"$860,000.00 "
2014,12,TRANSPORTATION                                              ,TRN995,OTHER GRANTS-IN-AID                               ,,COUNTY OF HAWAII,0000M20152,S0072209,Check,6/9/14 0:00,Paid,"$48,556.00 "
2014,12,TRANSPORTATION                                              ,TRN995,OTHER GRANTS-IN-AID                               ,,COUNTY OF HAWAII,0000M20152,S0072210,Check,6/9/14 0:00,Paid,"$39,901.00 "
2014,12,TRANSPORTATION                                              ,TRN995,OTHER GRANTS-IN-AID                               ,,COUNTY OF HAWAII,0000M20152,S0072213,Check,6/9/14 0:00,Paid,"$45,074.00 "
2015,3,TRANSPORTATION                                              ,TRN995,OTHER GRANTS-IN-AID                               ,,COUNTY OF KAUAI,101521,S0013291,Check,9/5/14 0:00,Paid,"$43,829.00 "
2015,3,TRANSPORTATION                                              ,TRN995,OTHER GRANTS-IN-AID                               ,,COUNTY OF KAUAI,101521,S0013291,Check,9/5/14 0:00,Paid,"$44,173.00 "
2015,3,TRANSPORTATION                                              ,TRN995,OTHER GRANTS-IN-AID                               ,,COUNTY OF KAUAI,101521,S0013291,Check,9/5/14 0:00,Paid,"$71,407.00 "
2015,3,TRANSPORTATION                                              ,TRN995,OTHER GRANTS-IN-AID                               ,,COUNTY OF KAUAI,101521,S0013291,Check,9/5/14 0:00,Paid,"$163,536.00 "
2015,3,TRANSPORTATION                                              ,TRN995,OTHER GRANTS-IN-AID                               ,,COUNTY OF KAUAI,101521,S0013291,Check,9/5/14 0:00,Paid,"$287,181.00 "
2015,4,TRANSPORTATION                                              ,TRN995,OTHER GRANTS-IN-AID                               ,,COUNTY OF KAUAI,101521,S0020664,Check,10/7/14 0:00,Paid,"$193,720.00 "
2015,6,TRANSPORTATION                                              ,TRN995,OTHER GRANTS-IN-AID                               ,,COUNTY OF KAUAI,101521,S0032684,Check,12/4/14 0:00,Paid,"$450,328.00 "
2015,6,TRANSPORTATION                                              ,TRN995,OTHER GRANTS-IN-AID                               ,,COUNTY OF KAUAI,101521,S0033868,Check,12/11/14 0:00,Paid,"$108,107.00 "
2014,8,TRANSPORTATION                                              ,TRN995,OTHER GRANTS-IN-AID                               ,,COUNTY OF KAUAI,101521,S0048332,Check,2/21/14 0:00,Paid,"$213,335.00 "
2014,11,TRANSPORTATION                                              ,TRN995,OTHER GRANTS-IN-AID                               ,,COUNTY OF KAUAI,101521,S0064990,Check,5/7/14 0:00,Paid,"$37,923.00 "
2014,11,TRANSPORTATION                                              ,TRN995,OTHER GRANTS-IN-AID                               ,,COUNTY OF KAUAI,101521,S0070465,Check,5/29/14 0:00,Paid,"$483,838.00 "
2014,11,TRANSPORTATION                                              ,TRN995,OTHER GRANTS-IN-AID                               ,,COUNTY OF KAUAI,101521,S0070465,Check,5/29/14 0:00,Paid,"$570,000.00 "
2014,11,TRANSPORTATION                                              ,TRN995,OTHER GRANTS-IN-AID                               ,,COUNTY OF KAUAI,101521,S0071274,Check,6/3/14 0:00,Paid,"$260,000.00 "
2014,12,TRANSPORTATION                                              ,TRN995,OTHER GRANTS-IN-AID                               ,,COUNTY OF KAUAI,101521,S0072208,Check,6/9/14 0:00,Paid,"$443,151.00 "
2015,1,TRANSPORTATION                                              ,TRN995,OTHER GRANTS-IN-AID                               ,,COUNTY OF MAUI,100898,S0003459,Check,7/25/14 0:00,Paid,"$740,000.00 "
2015,6,TRANSPORTATION                                              ,TRN995,OTHER GRANTS-IN-AID                               ,,COUNTY OF MAUI,100898,S0038919,Check,12/31/14 0:00,Paid,"$67,849.60 "
2015,6,TRANSPORTATION                                              ,TRN995,OTHER GRANTS-IN-AID                               ,,COUNTY OF MAUI,100898,S0038919,Check,12/31/14 0:00,Paid,"$378,494.40 "
2015,6,TRANSPORTATION                                              ,TRN995,OTHER GRANTS-IN-AID                               ,,COUNTY OF MAUI,100898,S0038919,Check,12/31/14 0:00,Paid,"$553,656.00 "
2015,6,TRANSPORTATION                                              ,TRN995,OTHER GRANTS-IN-AID                               ,,COUNTY OF MAUI,100898,S0038920,Check,12/31/14 0:00,Paid,"$595,843.00 "
2014,10,TRANSPORTATION                                              ,TRN995,OTHER GRANTS-IN-AID                               ,,"MAUI ECONOMIC OPPORTUNITY,INC.",2042,S0058560,Check,4/7/14 0:00,Paid,"$39,760.00 "
2015,2,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,"ALOHA CARE CENTER, LLC",318180,G0020253,Check,9/2/14 0:00,Paid,"$82,053.12 "
2015,4,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,"ALOHA CARE CENTER, LLC",318180,G0035094,Check,10/23/14 0:00,Paid,"$69,753.12 "
2014,8,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,"ALOHA CARE CENTER, LLC",318180,G0064368,Check,2/24/14 0:00,Paid,"$69,839.64 "
2014,10,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,"ALOHA CARE CENTER, LLC",318180,G0082236,Check,4/28/14 0:00,Paid,"$69,794.39 "
2014,7,HUMAN SERVICES                                              ,HMS802,PURCHASE OF SERVICE PAYMENTS                      ,,ALOHA INDEPENDENT LIVING,315186,S0041300,Check,1/17/14 0:00,Paid,"$44,231.40 "
